,/ram/load/0,/ram/data/0,/ram/data/1
Time,"Memory","Used Memory","Available Memory"
09/22/2021 18:46:43,76.30179,12.0232162,3.73423386
09/22/2021 18:47:13,75.76704,11.9389534,3.8184967
09/22/2021 18:47:43,75.9212952,11.9632607,3.79418945
09/22/2021 18:48:13,76.20106,12.0073433,3.75010681
09/22/2021 18:48:43,76.06548,11.985981,3.771469
09/22/2021 18:49:13,76.64473,12.0772552,3.68019485
09/22/2021 18:49:43,76.41535,12.041111,3.716339
09/22/2021 18:50:13,76.48432,12.0519791,3.705471
09/22/2021 18:50:43,75.89314,11.9588242,3.798626
09/22/2021 18:51:13,75.3006058,11.8654556,3.89199448
09/22/2021 18:51:43,75.15821,11.8430176,3.91443253
09/22/2021 18:52:13,74.55989,11.7487373,4.008713
09/22/2021 18:52:43,74.81326,11.788662,3.96878815
09/22/2021 18:53:13,75.349,11.8730812,3.884369
09/22/2021 18:53:43,74.51055,11.740963,4.016487
09/22/2021 18:54:13,74.52101,11.7426109,4.014839
09/22/2021 18:54:43,74.4771,11.7356911,4.021759
09/22/2021 18:55:13,74.3668747,11.7183228,4.03912735
09/22/2021 18:55:43,74.354744,11.7164116,4.04103851
09/22/2021 18:56:13,75.18419,11.8471107,3.91033936
09/22/2021 18:56:43,75.00502,11.8188782,3.938572
09/22/2021 18:57:13,74.86487,11.7967949,3.96065521
09/22/2021 18:57:43,77.3028259,12.180954,3.57649612
09/22/2021 18:58:13,74.6394653,11.7612762,3.99617386
09/22/2021 18:58:43,74.7774048,11.7830124,3.97443771
09/22/2021 18:59:13,74.7193,11.7738571,3.983593
09/22/2021 18:59:43,74.03093,11.6653862,4.092064
09/22/2021 19:00:13,73.9882,11.6586533,4.098797
09/22/2021 19:00:43,72.70905,11.4570923,4.300358
09/22/2021 19:01:13,72.82114,11.4747543,4.282696
09/22/2021 19:01:43,72.88461,11.4847565,4.27269363
09/22/2021 19:02:13,72.83769,11.4773636,4.28008652
09/22/2021 19:02:43,73.45161,11.5741005,4.18334961
09/22/2021 19:03:13,73.54341,11.5885658,4.16888428
09/22/2021 19:03:43,74.392,11.7222824,4.03516769
09/22/2021 19:04:13,74.07949,11.6730385,4.08441162
09/22/2021 19:04:43,75.04731,11.8255424,3.93190765
09/22/2021 19:05:13,74.4449,11.7306175,4.02683258
09/22/2021 19:05:43,74.4471741,11.7309761,4.026474
09/22/2021 19:06:13,75.05588,11.8268929,3.93055725
09/22/2021 19:06:43,74.21433,11.6942863,4.06316376
09/22/2021 19:07:14,73.3616943,11.5599327,4.1975174
09/22/2021 19:07:44,73.37193,11.5615463,4.195904
09/22/2021 19:08:14,73.22099,11.5377617,4.21968842
09/22/2021 19:08:44,73.22363,11.5381775,4.21927261
09/22/2021 19:09:14,73.20935,11.5359268,4.22152328
09/22/2021 19:09:44,72.85929,11.4807663,4.276684
09/22/2021 19:10:14,72.8566055,11.4803429,4.27710724
09/22/2021 19:10:44,72.92555,11.4912071,4.266243
09/22/2021 19:11:14,74.2708359,11.70319,4.05426025
09/22/2021 19:11:44,74.0486755,11.6681824,4.08926773
09/22/2021 19:12:14,73.26593,11.5448418,4.21260834
09/22/2021 19:12:44,73.44676,11.5733376,4.18411255
09/22/2021 19:13:14,73.56432,11.5918617,4.16558838
09/22/2021 19:13:44,73.70374,11.6138306,4.14361954
09/22/2021 19:14:15,73.92385,11.6485138,4.10893631
09/22/2021 19:14:45,73.54004,11.5880356,4.16941452
09/22/2021 19:15:15,71.36127,11.2447166,4.51273346
09/22/2021 19:15:45,71.5509949,11.2746124,4.48283768
09/22/2021 19:16:15,71.19902,11.2191505,4.53829956
09/22/2021 19:16:45,71.29721,11.234623,4.522827
09/22/2021 19:17:15,68.5318146,10.7988663,4.958584
09/22/2021 19:17:45,68.51077,10.7955513,4.961899
09/22/2021 19:18:15,70.53035,11.1137848,4.64366531
09/22/2021 19:18:45,70.12245,11.049511,4.707939
09/22/2021 19:19:15,70.53175,11.114006,4.643444
09/22/2021 19:19:45,70.5652161,11.119278,4.638172
09/22/2021 19:20:15,70.64387,11.1316719,4.625778
09/22/2021 19:20:45,70.61041,11.1264,4.63105
09/22/2021 19:21:15,70.81972,11.1593819,4.598068
09/22/2021 19:21:45,70.82103,11.1595879,4.59786224
09/22/2021 19:22:15,68.51116,10.7956123,4.961838
09/22/2021 19:22:45,68.51731,10.7965813,4.960869
09/22/2021 19:23:15,68.53845,10.7999115,4.9575386
09/22/2021 19:23:45,68.47887,10.7905235,4.96692657
09/22/2021 19:24:15,67.8458557,10.6907768,5.06667328
09/22/2021 19:24:45,67.87268,10.6950035,5.06244659
09/22/2021 19:25:15,67.87997,10.6961517,5.06129837
09/22/2021 19:25:45,67.87924,10.6960373,5.061413
09/22/2021 19:26:15,68.10194,10.7311287,5.02632141
09/22/2021 19:26:45,68.39583,10.7774391,4.980011
09/22/2021 19:27:15,67.71588,10.6702957,5.08715439
09/22/2021 19:27:45,67.79097,10.6821289,5.075321
09/22/2021 19:28:15,67.88938,10.6976357,5.05981445
09/22/2021 19:28:45,68.03672,10.7208519,5.036598
09/22/2021 19:29:15,67.69116,10.6664009,5.091049
09/22/2021 19:29:45,67.740036,10.6741028,5.08334732
09/22/2021 19:30:15,67.82053,10.6867867,5.07066345
09/22/2021 19:30:45,68.12973,10.735508,5.021942
09/22/2021 19:31:15,68.010376,10.7167015,5.0407486
09/22/2021 19:31:45,67.9994354,10.7149773,5.042473
09/22/2021 19:32:15,67.2479248,10.5965576,5.16089249
09/22/2021 20:11:52,68.84873,10.8488045,4.90864563
09/22/2021 20:12:22,71.73835,11.3041344,4.45331573
09/22/2021 20:12:52,70.7479858,11.1480789,4.609371
09/22/2021 20:13:22,71.8886642,11.32782,4.42963028
09/22/2021 20:13:52,70.76103,11.150135,4.607315
09/22/2021 20:14:22,71.21074,11.2209969,4.53645325
09/22/2021 20:14:52,71.50875,11.2679558,4.48949432
09/22/2021 20:15:22,74.24939,11.69981,4.05764
09/22/2021 20:15:52,73.48436,11.5792618,4.17818832
09/22/2021 20:16:22,73.27345,11.5460281,4.211422
09/22/2021 20:16:52,72.95659,11.4960976,4.26135254
09/22/2021 20:17:22,72.8746643,11.4831886,4.27426147
09/22/2021 20:17:53,73.19744,11.53405,4.2234
09/22/2021 20:18:23,72.84953,11.479229,4.278221
09/22/2021 20:18:53,73.38019,11.5628471,4.194603
09/22/2021 20:19:23,73.70069,11.61335,4.1441
09/22/2021 20:19:53,73.0626,11.5128021,4.244648
09/22/2021 20:20:23,73.070076,11.5139809,4.243469
09/22/2021 20:20:53,73.03103,11.5078278,4.24962234
09/22/2021 20:21:23,72.9448242,11.4942436,4.26320648
09/22/2021 20:21:53,72.7162857,11.4582329,4.299217
09/22/2021 20:22:23,71.9697342,11.3405952,4.416855
09/22/2021 20:22:53,72.84709,11.4788437,4.27860641
09/22/2021 20:23:23,66.83049,10.5307808,5.22666931
09/22/2021 20:23:53,66.88283,10.5390282,5.218422
09/22/2021 20:24:23,67.03314,10.5627136,5.19473648
09/22/2021 20:24:53,66.92171,10.5451546,5.21229553
09/22/2021 20:25:23,66.98642,10.5553513,5.202099
09/22/2021 20:25:53,66.8130341,10.52803,5.22941971
09/22/2021 20:26:23,66.1523,10.4239159,5.33353424
09/22/2021 20:26:53,66.08882,10.4139137,5.34353638
09/22/2021 20:27:23,66.09781,10.415329,5.342121
09/22/2021 20:27:53,66.34277,10.45393,5.30352
09/22/2021 20:51:44,66.00279,10.4003563,5.357094
09/22/2021 20:52:14,68.03611,10.7207565,5.03669357
09/22/2021 20:52:44,70.00415,11.0308685,4.72658157
09/22/2021 20:53:14,71.03159,11.1927681,4.564682
09/22/2021 20:53:44,69.996376,11.029644,4.727806
09/22/2021 20:54:15,69.88412,11.0119553,4.745495
09/22/2021 20:54:45,69.72732,10.9872475,4.77020264
09/22/2021 20:55:15,69.86853,11.0094986,4.74795151
09/22/2021 20:55:45,69.9118347,11.0163231,4.741127
09/22/2021 20:56:15,69.89276,11.0133171,4.744133
09/22/2021 20:56:45,69.618866,10.9701576,4.78729248
09/22/2021 20:57:15,69.51341,10.9535408,4.8039093
09/22/2021 20:57:45,69.54953,10.9592323,4.798218
09/22/2021 20:58:15,69.49419,10.9505119,4.806938
09/22/2021 20:58:45,69.53791,10.9574013,4.800049
09/22/2021 20:59:15,69.72899,10.9875107,4.76993942
09/22/2021 20:59:45,70.0533447,11.03862,4.71883
09/22/2021 21:00:15,70.01869,11.0331612,4.724289
09/22/2021 21:00:45,69.53798,10.9574127,4.80003738
09/22/2021 21:01:15,69.89216,11.0132217,4.74422836
09/22/2021 21:01:45,69.53389,10.956768,4.800682
09/22/2021 21:02:15,69.97336,11.0260162,4.731434
09/22/2021 21:02:45,70.00778,11.0314407,4.72600937
09/22/2021 21:03:15,69.9665756,11.0249481,4.732502
09/22/2021 21:03:45,69.92271,11.0180359,4.739414
09/22/2021 21:04:16,69.81772,11.0014915,4.75595856
09/22/2021 21:04:46,69.8573,11.0077286,4.74972153
09/22/2021 21:05:16,69.71427,10.9851913,4.77225876
09/22/2021 21:05:46,69.69771,10.9825821,4.774868
09/22/2021 21:06:16,70.18176,11.058857,4.698593
09/22/2021 21:06:46,70.6144,11.1270294,4.63042068
09/22/2021 21:07:16,70.1254349,11.04998,4.70747
09/22/2021 21:07:46,70.01916,11.0332336,4.72421646
09/22/2021 21:08:16,69.05722,10.8816566,4.87579346
09/22/2021 21:08:46,69.0327,10.8777924,4.87965775
09/22/2021 21:09:16,69.1141357,10.890625,4.866825
09/22/2021 21:09:46,69.81672,11.0013351,4.756115
09/22/2021 21:10:16,69.39098,10.93425,4.8232
09/22/2021 21:10:46,69.39261,10.9345055,4.82294464
09/22/2021 21:11:16,69.6290054,10.971756,4.785694
09/22/2021 21:11:46,69.64838,10.9748077,4.78264236
09/22/2021 21:12:16,70.10239,11.0463486,4.71110153
09/22/2021 21:12:46,70.70592,11.141449,4.616001
09/22/2021 21:13:16,69.8107452,11.0003929,4.757057
09/22/2021 21:13:46,70.4304657,11.0980453,4.65940475
09/22/2021 21:14:16,69.92653,11.0186386,4.73881149
09/22/2021 21:14:46,70.00952,11.0317154,4.72573471
09/22/2021 21:15:16,70.55773,11.1180992,4.639351
09/22/2021 21:15:47,70.28618,11.07531,4.68214035
09/22/2021 21:16:17,69.7724457,10.9943581,4.763092
09/22/2021 21:16:47,70.25824,11.0709076,4.68654251
09/22/2021 21:17:17,70.34511,11.0845947,4.67285538
09/22/2021 21:17:47,70.08556,11.0436974,4.71375275
09/22/2021 21:18:17,70.1053162,11.04681,4.71064
09/22/2021 21:18:47,69.8618,11.0084381,4.749012
09/22/2021 21:19:17,69.90274,11.0148888,4.74256134
09/22/2021 21:19:47,69.91278,11.0164719,4.74097824
09/22/2021 21:20:17,70.0248947,11.0341377,4.72331238
09/22/2021 21:20:47,69.82781,11.0030823,4.754368
09/22/2021 21:21:17,70.7634354,11.1505127,4.60693741
09/22/2021 21:21:47,70.31012,11.0790825,4.67836761
09/22/2021 21:22:17,70.859375,11.16563,4.59182
09/22/2021 21:22:47,70.5986938,11.1245537,4.63289642
09/22/2021 21:23:17,68.96503,10.86713,4.89032
09/22/2021 21:23:47,69.71911,10.9859543,4.771496
09/22/2021 21:24:17,69.85272,11.0070076,4.7504425
09/22/2021 21:24:47,70.78439,11.1538162,4.603634
09/22/2021 21:25:17,70.8622742,11.1660881,4.591362
09/22/2021 21:25:47,71.3431854,11.2418671,4.515583
09/22/2021 21:26:17,71.61951,11.285408,4.472042
09/22/2021 21:26:47,71.50388,11.267189,4.490261
09/22/2021 21:27:17,71.96773,11.3402786,4.41717148
09/22/2021 21:27:47,71.8518143,11.3220139,4.43543625
09/22/2021 21:28:17,71.29429,11.2341614,4.52328873
09/22/2021 21:28:48,70.43354,11.09853,4.65892029
09/22/2021 21:29:18,70.39517,11.0924835,4.66496658
09/22/2021 21:29:48,70.1696854,11.0569534,4.70049667
09/22/2021 21:30:18,70.02557,11.0342445,4.72320557
09/22/2021 21:30:48,70.5663757,11.1194611,4.637989
09/22/2021 21:31:18,70.48656,11.106884,4.650566
09/22/2021 21:31:48,70.46187,11.102993,4.654457
09/22/2021 21:32:18,70.68236,11.1377373,4.619713
09/22/2021 21:32:48,70.4427643,11.0999832,4.657467
09/22/2021 21:33:18,71.13911,11.2097092,4.547741
09/22/2021 21:33:48,69.83706,11.0045395,4.75291061
09/22/2021 21:34:18,70.34065,11.0838928,4.67355728
09/22/2021 21:34:48,70.32283,11.0810852,4.676365
09/22/2021 21:35:18,70.2754059,11.0736122,4.683838
09/22/2021 21:35:48,70.73627,11.1462326,4.6112175
09/22/2021 21:36:18,70.43986,11.0995255,4.65792465
09/22/2021 21:36:48,70.39403,11.0923042,4.665146
09/22/2021 21:37:18,71.24679,11.2266769,4.530773
09/22/2021 21:37:48,71.52662,11.270771,4.486679
09/22/2021 21:38:18,70.98194,11.1849442,4.572506
09/22/2021 21:38:48,70.9656,11.1823692,4.575081
09/22/2021 21:39:18,70.71925,11.1435509,4.613899
09/22/2021 21:39:48,69.53554,10.9570274,4.80042267
09/22/2021 21:40:18,69.10227,10.8887558,4.86869431
09/22/2021 21:40:48,69.1916962,10.9028473,4.854603
09/22/2021 21:41:18,68.98474,10.8702354,4.88721466
09/22/2021 21:41:48,68.19756,10.7461967,5.01125336
09/22/2021 21:42:18,68.1988449,10.7463989,5.011051
09/22/2021 21:42:48,68.156456,10.7397194,5.01773071
09/22/2021 21:43:19,68.27946,10.7591019,4.998348
09/22/2021 21:43:49,67.5898,10.6504288,5.10702133
09/22/2021 21:44:19,68.06766,10.7257271,5.031723
09/22/2021 21:44:49,68.01863,10.7180023,5.039448
09/22/2021 21:45:19,68.06161,10.7247734,5.0326767
09/22/2021 21:45:49,68.63579,10.81525,4.94219971
09/22/2021 21:46:19,68.18393,10.7440491,5.013401
09/22/2021 21:46:49,68.26312,10.7565269,5.000923
09/22/2021 21:47:19,68.62618,10.813736,4.943714
09/22/2021 21:47:49,69.24411,10.9111061,4.846344
09/22/2021 21:48:19,67.54349,10.6431313,5.114319
09/22/2021 21:48:49,67.08214,10.5704346,5.18701553
09/22/2021 21:49:19,67.11862,10.5761833,5.181267
09/22/2021 21:49:49,66.0788,10.4123344,5.34511566
09/22/2021 21:50:19,66.58499,10.4920959,5.265354
09/22/2021 21:50:49,66.53151,10.4836693,5.273781
09/22/2021 21:51:19,66.81463,10.5282822,5.229168
09/22/2021 21:51:49,67.0561142,10.5663338,5.19111633
09/22/2021 21:52:19,67.0175247,10.5602531,5.197197
09/22/2021 21:52:49,67.08509,10.5709,5.18655
09/22/2021 21:53:19,67.93681,10.7051086,5.05234146
09/22/2021 21:53:49,68.5383759,10.7999,4.95755
09/22/2021 21:54:19,67.90723,10.7004471,5.057003
09/22/2021 21:54:49,68.25172,10.75473,5.00272
09/22/2021 21:55:19,68.34586,10.7695656,4.98788452
09/22/2021 21:55:49,68.0405655,10.7214584,5.03599167
09/22/2021 21:56:19,68.69975,10.8253288,4.93212128
09/22/2021 21:56:50,69.01715,10.8753433,4.882107
09/22/2021 21:57:20,68.8003159,10.8411751,4.916275
09/22/2021 21:57:50,68.8663,10.8515739,4.905876
09/22/2021 21:58:20,69.05719,10.8816528,4.87579727
09/22/2021 21:58:50,68.91613,10.8594246,4.89802551
09/22/2021 21:59:20,69.64603,10.9744377,4.78301239
09/22/2021 21:59:50,69.6457062,10.9743881,4.783062
09/22/2021 22:00:20,69.43275,10.94083,4.81662
09/22/2021 22:00:50,69.30049,10.9199905,4.83745956
09/22/2021 22:01:20,69.98926,11.0285225,4.72892761
09/22/2021 22:01:50,69.8868561,11.0123863,4.745064
09/22/2021 22:02:20,69.96621,11.0248909,4.732559
09/22/2021 22:02:50,69.42381,10.9394226,4.8180275
09/22/2021 22:03:20,69.43352,10.9409523,4.816498
09/22/2021 22:03:50,69.7299347,10.9876595,4.76979065
09/22/2021 22:04:20,68.87637,10.8531609,4.90428925
09/22/2021 22:04:50,68.33969,10.7685928,4.98885727
09/22/2021 22:05:20,68.44379,10.784996,4.972454
09/22/2021 22:05:50,68.48792,10.79195,4.9655
09/22/2021 22:06:20,68.44328,10.7849159,4.972534
09/22/2021 22:06:50,68.19656,10.74604,5.01140976
09/22/2021 22:07:20,68.93118,10.8617973,4.895653
09/22/2021 22:07:51,68.70486,10.8261337,4.93131638
09/22/2021 22:08:21,68.71934,10.8284149,4.929035
09/22/2021 22:08:51,68.8452454,10.8482552,4.909195
09/22/2021 22:09:21,68.96193,10.866642,4.890808
09/22/2021 22:09:51,68.7648239,10.8355827,4.92186737
09/22/2021 22:10:21,67.39138,10.6191635,5.13828659
09/22/2021 22:10:51,66.89174,10.540432,5.217018
09/22/2021 22:11:21,67.17234,10.5846481,5.172802
09/22/2021 22:11:51,67.06943,10.5684319,5.18901825
09/22/2021 22:12:21,68.12268,10.7343979,5.023052
09/22/2021 22:12:51,67.5078049,10.6375084,5.11994171
09/22/2021 22:13:21,67.45239,10.6287766,5.12867355
09/22/2021 22:13:51,67.21045,10.5906525,5.16679764
09/22/2021 22:14:21,67.16435,10.5833893,5.174061
09/22/2021 22:14:51,67.06241,10.5673256,5.19012451
09/22/2021 22:15:21,67.7120056,10.6696854,5.08776474
09/22/2021 22:15:51,67.6055145,10.6529045,5.10454559
09/22/2021 22:16:21,67.7868347,10.6814766,5.07597351
09/22/2021 22:16:51,67.83087,10.6884155,5.06903458
09/22/2021 22:17:21,68.4133148,10.7801933,4.977257
09/22/2021 22:17:51,68.16551,10.7411461,5.016304
09/22/2021 22:18:21,68.064,10.7251511,5.032299
09/22/2021 22:18:51,67.58038,10.6489449,5.10850525
09/22/2021 22:19:21,67.66528,10.662323,5.095127
09/22/2021 22:19:51,67.7941742,10.6826324,5.07481766
09/22/2021 22:20:21,67.7023,10.6681557,5.08929443
09/22/2021 22:20:51,68.05187,10.72324,5.03421
09/22/2021 22:21:21,68.11958,10.73391,5.0235405
09/22/2021 22:21:52,68.0751343,10.7269058,5.03054428
09/22/2021 22:22:22,68.41735,10.78083,4.97661972
09/22/2021 22:22:52,68.00922,10.7165184,5.0409317
