,/ram/load/0,/ram/data/0,/ram/data/1
Time,"Memory","Used Memory","Available Memory"
09/23/2021 14:48:04,69.35889,10.9291916,4.82825851
09/23/2021 17:29:59,82.41532,12.9865532,2.770897
09/23/2021 17:30:29,81.1889,12.7933006,2.96414948
09/23/2021 17:34:05,83.36607,13.1363678,2.62108231
